chalcopyrite1.jpg,chalcopyrite2.png,chalcopyrite3.png,pyrite1.png,pyrite2.png
,9,,23.0,
,22,,15.0,
,32,,40.0,
,73,,21.0,
,30,,38.0,
,108,,19.0,
,15,,9.0,
,55,,451.0,
,545,,279.0,
,156,,9.0,
,62,,102.0,
,82,,18.0,
,52,,21.0,
,46,,9.0,
,1838,,42.0,
,191,,12.0,
,24,,89.0,
,29,,9.0,
,167,,40.0,
,39,,51.0,
,18,,24.0,
,9,,168.0,
,12,,9.0,
,215,,24.0,
,37,,31.0,
,219,,9.0,
,175,,9.0,
,9,,12.0,
,38,,71.0,
,19,,12.0,
,145,,18.0,
,139,,106.0,
,12,,16.0,
,33,,43.0,
,19,,27.0,
,12,,43.0,
,236,,41.0,
,230,,77.0,
,147,,72.0,
,153,,9.0,
,76,,15.0,
,40,,87.0,
,258,,14.0,
,62,,9.0,
,16,,61.0,
,23,,12.0,
,50,,43.0,
,69,,9.0,
,17,,9.0,
,9,,20.0,
,130,,27.0,
,103,,15.0,
,119,,82.0,
,23,,20.0,
,23,,22.0,
,12,,9.0,
,247,,9.0,
,53,,22.0,
,102,,9.0,
,75,,19.0,
,15,,9.0,
,245,,9.0,
,139,,95.0,
,223,,9.0,
,474,,17.0,
,93,,43.0,
,67,,249.0,
,54,,24.0,
,20,,55.0,
,57,,12.0,
,34,,12.0,
,39,,56.0,
,19,,9.0,
,49,,12.0,
,167,,43.0,
,28,,33.0,
,52,,59.0,
,425,,26.0,
,82,,23.0,
,69,,18.0,
,127,,9.0,
,112,,33.0,
,18,,56.0,
,337,,14.0,
,177,,43.0,
,401,,18.0,
,65,,32.0,
,9,,41.0,
,15,,12.0,
,15,,15.0,
,36,,12.0,
,76,,29.0,
,14,,9.0,
,929,,15.0,
,26,,9.0,
,18,,9.0,
,164,,9.0,
,67,,9.0,
,162,,15.0,
,20,,24.0,
,919,,44.0,
,334,,12.0,
,141,,21.0,
,25,,6.0,
,91,,20.0,
,47,,67.0,
,9,,17.0,
,87,,9.0,
,307,,9.0,
,38,,17.0,
,30,,9.0,
,62,,15.0,
,134,,12.0,
,91,,12.0,
,88,,9.0,
,166,,10.0,
,41,,21.0,
,18,,15.0,
,23,,25.0,
,56,,12.0,
,93,,12.0,
,50,,65.0,
,31,,21.0,
,64,,1550.0,
,9,,9.0,
,36,,58.0,
,17,,16.0,
,110,,10.0,
,18,,6.0,
,78,,14.0,
,9,,6.0,
,48,,8.0,
,174,,8.0,
,51,,6.0,
,18,,8.0,
,66,,6.0,
,153,,,
,65,,,
,9,,,
,200,,,
,15,,,
,55,,,
,25,,,
,19,,,
,226,,,
,25,,,
,75,,,
,361,,,
,25,,,
,15,,,
,15,,,
,152,,,
,48,,,
,33,,,
,27,,,
,48,,,
,94,,,
,101,,,
,337,,,
,29,,,
,32,,,
,38,,,
,285,,,
,162,,,
,105,,,
,39,,,
,99,,,
,9,,,
,29,,,
,120,,,
,32,,,
,129,,,
,9,,,
,28,,,
,81,,,
,62,,,
,197,,,
,74,,,
,30,,,
,122,,,
,83,,,
,15,,,
,151,,,
,40,,,
,33,,,
,17,,,
,168,,,
,865,,,
,9,,,
,16,,,
,135,,,
,155,,,
,154,,,
,55,,,
,97,,,
,9,,,
,28,,,
,386,,,
,30,,,
,48,,,
,38,,,
,12,,,
,381,,,
,211,,,
,19,,,
,31,,,
,154,,,
,9,,,
,137,,,
,77,,,
,45,,,
,136,,,
,19,,,
,89,,,
,16,,,
,64,,,
,235,,,
,144,,,
,284,,,
,150,,,
,20,,,
,89,,,
,256,,,
,36,,,
,149,,,
,222,,,
,33,,,
,9,,,
,66,,,
,293,,,
,81,,,
,9,,,
,25,,,
,258,,,
,24,,,
,40,,,
,50,,,
,15,,,
,342,,,
,28,,,
,226,,,
,12,,,
,75,,,
,24,,,
,9,,,
,244,,,
,39,,,
,73,,,
,86,,,
,133,,,
,112,,,
,69,,,
,29,,,
,19,,,
,15,,,
,47,,,
,55,,,
,9,,,
,48,,,
,18,,,
,190,,,
,27,,,
,9,,,
,12,,,
,36,,,
,15,,,
,184,,,
,145,,,
,9,,,
,50,,,
,555,,,
,36,,,
,12,,,
,107,,,
,69,,,
,34,,,
,35,,,
,58,,,
,51,,,
,474,,,
,375,,,
,167,,,
,30,,,
,441,,,
,199,,,
,76,,,
,60,,,
,445,,,
,242,,,
,9,,,
,23,,,
,176,,,
,65,,,
,31,,,
,495,,,
,462,,,
,130,,,
,75,,,
,239,,,
,136,,,
,55,,,
,55,,,
,147,,,
,37,,,
,311,,,
,9,,,
,12,,,
,16,,,
,761,,,
,41,,,
,105,,,
,36,,,
,118,,,
,925,,,
,75,,,
,64,,,
,60,,,
,36,,,
,45,,,
,55,,,
,24,,,
,151,,,
,905,,,
,111,,,
,286,,,
,20,,,
,76,,,
,84,,,
,18,,,
,78,,,
,64,,,
,27,,,
,21,,,
,30,,,
,20,,,
,9,,,
,533,,,
,176,,,
,95,,,
,47,,,
,352,,,
,155,,,
,86,,,
,43,,,
,15,,,
,32,,,
,42,,,
,86,,,
,46,,,
,28,,,
,38,,,
,197,,,
,46,,,
,12,,,
,97,,,
,66,,,
,93,,,
,64,,,
,154,,,
,9,,,
,21,,,
,22,,,
,131,,,
,15,,,
,12,,,
,235,,,
,15,,,
,12,,,
,62,,,
,35,,,
,15,,,
,26,,,
,47,,,
,161,,,
,39,,,
,205,,,
,9,,,
,929,,,
,112,,,
,30,,,
,46,,,
,44,,,
,109,,,
,19,,,
,337,,,
,144,,,
,22,,,
,603,,,
,9,,,
,9,,,
,72,,,
,295,,,
,260,,,
,14,,,
,560,,,
,9,,,
,24,,,
,281,,,
,44,,,
,22,,,
,28,,,
,107,,,
,168,,,
,95,,,
,160,,,
,36,,,
,26,,,
,18,,,
,30,,,
,39,,,
,38,,,
,15,,,
,9,,,
,12,,,
,43,,,
,149,,,
,72,,,
,299,,,
,21,,,
,169,,,
,12,,,
,26,,,
,35,,,
,94,,,
,48,,,
,18,,,
,185,,,
,226,,,
,27,,,
,49,,,
,84,,,
,30,,,
,53,,,
,271,,,
,33,,,
,25,,,
,17,,,
,120,,,
,12,,,
,15,,,
,15,,,
,33,,,
,41,,,
,9,,,
,265,,,
,32,,,
,729,,,
,9,,,
,61,,,
,28,,,
,96,,,
,89,,,
,16,,,
,37,,,
,157,,,
,23,,,
,103,,,
,87,,,
,71,,,
,68,,,
,9,,,
,9,,,
,80,,,
,57,,,
,9,,,
,39,,,
,64,,,
,675,,,
,3777,,,
,74,,,
,166,,,
,15,,,
,9,,,
,564,,,
,74,,,
,25,,,
,204,,,
,15,,,
,82,,,
,45,,,
,27,,,
,48,,,
,287,,,
,84,,,
,78,,,
,251,,,
,165,,,
,9,,,
,107,,,
,15,,,
,54,,,
,63,,,
,12,,,
,80,,,
,127,,,
,68,,,
,87,,,
,174,,,
,39,,,
,31,,,
,68,,,
,61,,,
,81,,,
,15,,,
,50,,,
,22,,,
,53,,,
,182,,,
,18,,,
,1436,,,
,23,,,
,9,,,
,516,,,
,680,,,
,72,,,
,305,,,
,120,,,
,274,,,
,563,,,
,39,,,
,70,,,
,9,,,
,12,,,
,63,,,
,15,,,
,91,,,
,26,,,
,99,,,
,31,,,
,84,,,
,105,,,
,17,,,
,234,,,
,88,,,
,9,,,
,386,,,
,15,,,
,27,,,
,39,,,
,9,,,
,51,,,
,192,,,
,9,,,
,262,,,
,14,,,
,40,,,
,86,,,
,203,,,
,27,,,
,12,,,
,43,,,
,394,,,
,29,,,
,305,,,
,30,,,
,51,,,
,350,,,
,20,,,
,296,,,
,34,,,
,118,,,
,387,,,
,41,,,
,25,,,
,37,,,
,9,,,
,246,,,
,400,,,
,18,,,
,32,,,
,9,,,
,45,,,
,26,,,
,62,,,
,46,,,
,519,,,
,511,,,
,395,,,
,81,,,
,9,,,
,21,,,
,497,,,
,61,,,
,38,,,
,25,,,
,151,,,
,78,,,
,65,,,
,15,,,
,32,,,
,351,,,
,284,,,
,296,,,
,26,,,
,38,,,
,25,,,
,193,,,
,9,,,
,32,,,
,146,,,
,43,,,
,15,,,
,242,,,
,136,,,
,43,,,
,21,,,
,64,,,
,65,,,
,78,,,
,133,,,
,230,,,
,48,,,
,15,,,
,49,,,
,83,,,
,15,,,
,75,,,
,45,,,
,12,,,
,136,,,
,62,,,
,20,,,
,40,,,
,83,,,
,9,,,
,43,,,
,152,,,
,500,,,
,119,,,
,9,,,
,103,,,
,63,,,
,9,,,
,1192,,,
,57,,,
,12,,,
,214,,,
,9,,,
,212,,,
,28,,,
,18,,,
,67,,,
,156,,,
,25,,,
,39,,,
,43,,,
,18,,,
,76,,,
,46,,,
,814,,,
,28,,,
,176,,,
,351,,,
,37,,,
,37,,,
,9,,,
,36,,,
,202,,,
,167,,,
,27,,,
,72,,,
,469,,,
,120,,,
,351,,,
,182,,,
,37,,,
,18,,,
,77,,,
,20,,,
,27,,,
,9,,,
,109,,,
,15,,,
,26,,,
,57,,,
,90,,,
,23,,,
,32,,,
,108,,,
,20,,,
,9,,,
,119,,,
,78,,,
,202,,,
,59,,,
,9,,,
,9,,,
,31,,,
,330,,,
,9,,,
,65,,,
,84,,,
,62,,,
,25,,,
,329,,,
,133,,,
,32,,,
,30,,,
,503,,,
,197,,,
,274,,,
,92,,,
,38,,,
,12,,,
,229,,,
,449,,,
,75,,,
,26,,,
,37,,,
,101,,,
,213,,,
,106,,,
,18,,,
,876,,,
,31,,,
,9,,,
,38,,,
,387,,,
,71,,,
,122,,,
,28,,,
,75,,,
,348,,,
,9,,,
,20,,,
,41,,,
,40,,,
,9,,,
,35,,,
,146,,,
,115,,,
,15,,,
,139,,,
,49,,,
,111,,,
,45,,,
,42,,,
,32,,,
,54,,,
,428,,,
,180,,,
,53,,,
,173,,,
,32,,,
,17,,,
,15,,,
,160,,,
,28,,,
,111,,,
,9,,,
,31,,,
,24,,,
,22,,,
,46,,,
,228,,,
,9,,,
,17,,,
,23,,,
,34,,,
,36,,,
,15,,,
,42,,,
,12,,,
,51,,,
,424,,,
,64,,,
,229,,,
,115,,,
,134,,,
,9,,,
,19,,,
,17,,,
,18,,,
,122,,,
,83,,,
,79,,,
,171,,,
,17,,,
,118,,,
,20,,,
,15,,,
,588,,,
,114,,,
,83,,,
,9,,,
,15,,,
,9,,,
,12,,,
,173,,,
,182,,,
,9,,,
,71,,,
,18,,,
,53,,,
,17,,,
,36,,,
,204,,,
,62,,,
,54,,,
,185,,,
,26,,,
,19,,,
,141,,,
,51,,,
,117,,,
,107,,,
,268,,,
,150,,,
,241,,,
,35,,,
,511,,,
,19,,,
,26,,,
,265,,,
,271,,,
,12,,,
,69,,,
,17,,,
,19,,,
,23,,,
,63,,,
,61,,,
,64,,,
,48,,,
,68,,,
,96,,,
,36,,,
,32,,,
,327,,,
,18,,,
,130,,,
,32,,,
,9,,,
,50,,,
,202,,,
,66,,,
,66,,,
,36,,,
,79,,,
,9,,,
,33,,,
,205,,,
,18,,,
,253,,,
,115,,,
,23,,,
,31,,,
,62,,,
,9,,,
,73,,,
,82,,,
,9,,,
,30,,,
,64,,,
,404,,,
,133,,,
,41,,,
,15,,,
,27,,,
,103,,,
,114,,,
,52,,,
,9,,,
,68,,,
,76,,,
,36,,,
,32,,,
,38,,,
,304,,,
,36,,,
,145,,,
,93,,,
,231,,,
,9,,,
,9,,,
,43,,,
,12,,,
,58,,,
,1679,,,
,9,,,
,35,,,
,211,,,
,83,,,
,96,,,
,587,,,
,20,,,
,149,,,
,254,,,
,503,,,
,9,,,
,71,,,
,221,,,
,109,,,
,80,,,
,26,,,
,16,,,
,101,,,
,71,,,
,67,,,
,94,,,
,125,,,
,57,,,
,72,,,
,48,,,
,9,,,
,343,,,
,66,,,
,320,,,
,151,,,
,27,,,
,69,,,
,350,,,
,18,,,
,169,,,
,542,,,
,723,,,
,9,,,
,19,,,
,574,,,
,145,,,
,45,,,
,99,,,
,18,,,
,69,,,
,18,,,
,21,,,
,356,,,
,55,,,
,49,,,
,9,,,
,96,,,
,16,,,
,953,,,
,79,,,
,335,,,
,69,,,
,19,,,
,15,,,
,9,,,
,9,,,
,214,,,
,15,,,
,26,,,
,15,,,
,95,,,
,32,,,
,12,,,
,75,,,
,47,,,
,15,,,
,77,,,
,21,,,
,66,,,
,17,,,
,24,,,
,106,,,
,25,,,
,41,,,
,38,,,
,258,,,
,286,,,
,36,,,
,617,,,
,44,,,
,44,,,
,22,,,
,60,,,
,27,,,
,12,,,
,30,,,
,96,,,
,9,,,
,70,,,
,106,,,
,121,,,
,78,,,
,55,,,
,60,,,
,215,,,
,79,,,
,741,,,
,104,,,
,40,,,
,68,,,
,45,,,
,217,,,
,54,,,
,46,,,
,22,,,
,72,,,
,114,,,
,97,,,
,33,,,
,322,,,
,87,,,
,9,,,
,275,,,
,9,,,
,84,,,
,80,,,
,309,,,
,224,,,
,18,,,
,53,,,
,9,,,
,131,,,
,26,,,
,53,,,
,15,,,
,75,,,
,27,,,
,15,,,
,50,,,
,39,,,
,118,,,
,16,,,
,55,,,
,9,,,
,206,,,
,195,,,
,258,,,
,9,,,
,72,,,
,15,,,
,49,,,
,26,,,
,71,,,
,28,,,
,12,,,
,237,,,
,45,,,
,25,,,
,22,,,
,27,,,
,12,,,
,9,,,
,31,,,
,190,,,
,127,,,
,62,,,
,78,,,
,43,,,
,367,,,
,53,,,
,200,,,
,32,,,
,229,,,
,421,,,
,38,,,
,33,,,
,82,,,
,123,,,
,633,,,
,63,,,
,29,,,
,22,,,
,21,,,
,12,,,
,9,,,
,17,,,
,89,,,
,9,,,
,12,,,
,71,,,
,27,,,
,186,,,
,101,,,
,34,,,
,334,,,
,1004,,,
,219,,,
,39,,,
,27,,,
,96,,,
,258,,,
,1982,,,
,109,,,
,9,,,
,98,,,
,29,,,
,24,,,
,12,,,
,48,,,
,117,,,
,33,,,
,161,,,
,162,,,
,198,,,
,29,,,
,26,,,
,108,,,
,31,,,
,61,,,
,80,,,
,18,,,
,14,,,
,49,,,
,57,,,
,148,,,
,9,,,
,74,,,
,53,,,
,36,,,
,12,,,
,267,,,
,564,,,
,17,,,
,36,,,
,29,,,
,475,,,
,24,,,
,9,,,
,87,,,
,429,,,
,18,,,
,39,,,
,138,,,
,66,,,
,85,,,
,25,,,
,21,,,
,613,,,
,9,,,
,16,,,
,93,,,
,82,,,
,115,,,
,40,,,
,12,,,
,24,,,
,48,,,
,14,,,
,12,,,
,131,,,
,102,,,
,22,,,
,15,,,
,39,,,
,151,,,
,22,,,
,15,,,
,15,,,
,12,,,
,110,,,
,18,,,
,51,,,
,87,,,
,42,,,
,9,,,
,21,,,
,49,,,
,62,,,
,22,,,
,196,,,
,76,,,
,32,,,
,20,,,
,251,,,
,59,,,
,278,,,
,36,,,
,14,,,
,73,,,
,151,,,
,119,,,
,264,,,
,136,,,
,51,,,
,51,,,
,26,,,
,56,,,
,100,,,
,12,,,
,47,,,
,134,,,
,22,,,
,12,,,
,121,,,
,76,,,
,87,,,
,757,,,
,68,,,
,9,,,
,12,,,
,86,,,
,9,,,
,59,,,
,57,,,
,22,,,
,45,,,
,204,,,
,44,,,
,69,,,
,334,,,
,53,,,
,184,,,
,83,,,
,23,,,
,363,,,
,18,,,
,383,,,
,43,,,
,27,,,
,72,,,
,22,,,
,594,,,
,24,,,
,229,,,
,49,,,
,41,,,
,98,,,
,15,,,
,65,,,
,32,,,
,55,,,
,52,,,
,188,,,
,195,,,
,394,,,
,35,,,
,37,,,
,135,,,
,38,,,
,114,,,
,27,,,
,74,,,
,222,,,
,28,,,
,158,,,
,35,,,
,639,,,
,19,,,
,93,,,
,222,,,
,67,,,
,18,,,
,149,,,
,161,,,
,22,,,
,9,,,
,99,,,
,18,,,
,47,,,
,159,,,
,14,,,
,22,,,
,89,,,
,677,,,
,62,,,
,109,,,
,38,,,
,12,,,
,271,,,
,118,,,
,37,,,
,606,,,
,15,,,
,125,,,
,21,,,
,37,,,
,153,,,
,37,,,
,19,,,
,9,,,
,29,,,
,47,,,
,206,,,
,123,,,
,16,,,
,1929,,,
,110,,,
,9,,,
,9,,,
,102,,,
,80,,,
,106,,,
,99,,,
,53,,,
,37,,,
,75,,,
,12,,,
,18,,,
,228,,,
,33,,,
,38,,,
,22,,,
,9,,,
,89,,,
,103,,,
,78,,,
,153,,,
,52,,,
,65,,,
,25,,,
,814,,,
,14,,,
,196,,,
,27,,,
,12,,,
,17,,,
,9,,,
,97,,,
,34,,,
,137,,,
,15,,,
,530,,,
,51,,,
,9,,,
,27,,,
,682,,,
,9,,,
,15,,,
,18,,,
,30,,,
,61,,,
,15,,,
,12,,,
,98,,,
,26,,,
,83,,,
,66,,,
,9,,,
,81,,,
,163,,,
,61,,,
,14,,,
,2650,,,
,38,,,
,253,,,
,539,,,
,96,,,
,40,,,
,12,,,
,103,,,
,126,,,
,35,,,
,91,,,
,342,,,
,1345,,,
,57,,,
,29,,,
,32,,,
,86,,,
,28,,,
,74,,,
,90,,,
,30,,,
,16,,,
,54,,,
,21,,,
,45,,,
,605,,,
,189,,,
,379,,,
,80,,,
,384,,,
,176,,,
,88,,,
,121,,,
,318,,,
,66,,,
,267,,,
,56,,,
,28,,,
,39,,,
,12,,,
,85,,,
,738,,,
,66,,,
,64,,,
,1155,,,
,27,,,
,158,,,
,20,,,
,56,,,
,9,,,
,127,,,
,65,,,
,17,,,
,154,,,
,12,,,
,72,,,
,78,,,
,37,,,
,248,,,
,41,,,
,44,,,
,18,,,
,232,,,
,68,,,
,36,,,
,49,,,
,172,,,
,67,,,
,29,,,
,45,,,
,12,,,
,22,,,
,24,,,
,104,,,
,42,,,
,54,,,
,41,,,
,39,,,
,35,,,
,68,,,
,35,,,
,229,,,
,9,,,
,9,,,
,26,,,
,12,,,
,171,,,
,250,,,
,113,,,
,34,,,
,93,,,
,27,,,
,70,,,
,24,,,
,12,,,
,23,,,
,144,,,
,26,,,
,377,,,
,75,,,
,31,,,
,86,,,
,9,,,
,12,,,
,9,,,
,72,,,
,9,,,
,67,,,
,12,,,
,109,,,
,1271,,,
,22,,,
,96,,,
,90,,,
,123,,,
,71,,,
,86,,,
,9,,,
,29,,,
,78,,,
,174,,,
,82,,,
,249,,,
,484,,,
,40,,,
,24,,,
,12,,,
,17,,,
,9,,,
,96,,,
,311,,,
,241,,,
,92,,,
,56,,,
,12,,,
,56,,,
,14,,,
,22,,,
,76,,,
,34,,,
,468,,,
,15,,,
,78,,,
,34,,,
,12,,,
,9,,,
,184,,,
,202,,,
,9,,,
,41,,,
,185,,,
,171,,,
,46,,,
,126,,,
,78,,,
,84,,,
,50,,,
,131,,,
,28,,,
,308,,,
,46,,,
,73,,,
,108,,,
,110,,,
,72,,,
,259,,,
,70,,,
,265,,,
,48,,,
,495,,,
,25,,,
,77,,,
,123,,,
,366,,,
,52,,,
,49,,,
,51,,,
,49,,,
,65,,,
,16,,,
,61,,,
,214,,,
,28,,,
,36,,,
,81,,,
,112,,,
,107,,,
,135,,,
,15,,,
,128,,,
,9,,,
,28,,,
,137,,,
,9,,,
,167,,,
,218,,,
,684,,,
,38,,,
,52,,,
,152,,,
,104,,,
,25,,,
,19,,,
,51,,,
,9,,,
,234,,,
,36,,,
,204,,,
,117,,,
,59,,,
,76,,,
,31,,,
,417,,,
,60,,,
,9,,,
,312,,,
,12,,,
,22,,,
,850,,,
,80,,,
,39,,,
,26,,,
,117,,,
,61,,,
,61,,,
,35,,,
,9,,,
,97,,,
,64,,,
,82,,,
,28,,,
,266,,,
,31,,,
,66,,,
,85,,,
,44,,,
,47,,,
,9,,,
,14,,,
,164,,,
,20,,,
,16,,,
,49,,,
,15,,,
,32,,,
,81,,,
,28,,,
,93,,,
,19,,,
,12,,,
,227,,,
,28,,,
,57,,,
,104,,,
,12,,,
,78,,,
,259,,,
,68,,,
,97,,,
,9,,,
,157,,,
,29,,,
,74,,,
,9,,,
,27,,,
,9,,,
,18,,,
,35,,,
,48,,,
,9,,,
,609,,,
,34,,,
,30,,,
,14,,,
,535,,,
,26,,,
,26,,,
,50,,,
,44,,,
,1119,,,
,424,,,
,182,,,
,403,,,
,434,,,
,137,,,
,9,,,
,32,,,
,9,,,
,18,,,
,190,,,
,12,,,
,24,,,
,109,,,
,118,,,
,46,,,
,38,,,
,33,,,
,35,,,
,321,,,
,653,,,
,68,,,
,58,,,
,21,,,
,785,,,
,58,,,
,20,,,
,198,,,
,52,,,
,9,,,
,12,,,
,116,,,
,48,,,
,18,,,
,92,,,
,28,,,
,121,,,
,90,,,
,108,,,
,41,,,
,133,,,
,56,,,
,58,,,
,487,,,
,46,,,
,52,,,
,46,,,
,61,,,
,76,,,
,172,,,
,84,,,
,44,,,
,376,,,
,119,,,
,387,,,
,1290,,,
,28,,,
,36,,,
,136,,,
,52,,,
,310,,,
,56,,,
,278,,,
,34,,,
,36,,,
,37,,,
,34,,,
,123,,,
,189,,,
,163,,,
,81,,,
,16,,,
,83,,,
,49,,,
,49,,,
,9,,,
,132,,,
,161,,,
,108,,,
,112,,,
,89,,,
,97,,,
,137,,,
,33,,,
,80,,,
,179,,,
,97,,,
,48,,,
,88,,,
,263,,,
,54,,,
,82,,,
,270,,,
,583,,,
,23,,,
,31,,,
,422,,,
,41,,,
,104,,,
,380,,,
,113,,,
,34,,,
,190,,,
,45,,,
,263,,,
,68,,,
,222,,,
,71,,,
,21,,,
,214,,,
,100,,,
,78,,,
,70,,,
,486,,,
,76,,,
,9,,,
,29,,,
,55,,,
,214,,,
,48,,,
,36,,,
,70,,,
,71,,,
,440,,,
,61,,,
,133,,,
,9,,,
,37,,,
,93,,,
,101,,,
,81,,,
,59,,,
,19,,,
,9,,,
,61,,,
,99,,,
,134,,,
,54,,,
,306,,,
,110,,,
,175,,,
,190,,,
,1158,,,
,170,,,
,9,,,
,27,,,
,16,,,
,193,,,
,183,,,
,40,,,
,12,,,
,48,,,
,165,,,
,32,,,
,45,,,
,61,,,
,338,,,
,48,,,
,75,,,
,40,,,
,90,,,
,9,,,
,560,,,
,34,,,
,640,,,
,98,,,
,81,,,
,106,,,
,79,,,
,80,,,
,57,,,
,105,,,
,82,,,
,42,,,
,116,,,
,89,,,
,25,,,
,101,,,
,33,,,
,103,,,
,46,,,
,18,,,
,12,,,
,124,,,
,39,,,
,26,,,
,68,,,
,22,,,
,78,,,
,194,,,
,187,,,
,63,,,
,15,,,
,82,,,
,20,,,
,26,,,
,9,,,
,106,,,
,183,,,
,162,,,
,26,,,
,21,,,
,105,,,
,9,,,
,329,,,
,112,,,
,67,,,
,15,,,
,56,,,
,22,,,
,17,,,
,9,,,
,21,,,
,497,,,
,353,,,
,140,,,
,36,,,
,156,,,
,68,,,
,18,,,
,25,,,
,32,,,
,25,,,
,129,,,
,74,,,
,385,,,
,142,,,
,151,,,
,35,,,
,34,,,
,453,,,
,681,,,
,55,,,
,12,,,
,30,,,
,49,,,
,19,,,
,14,,,
,15,,,
,22,,,
,238,,,
,140,,,
,66,,,
,54,,,
,33,,,
,19,,,
,32,,,
,18,,,
,986,,,
,50,,,
,292,,,
,33,,,
,97,,,
,215,,,
,22,,,
,124,,,
,170,,,
,25,,,
,28,,,
,193,,,
,113,,,
,203,,,
,74,,,
,813,,,
,404,,,
,9,,,
,851,,,
,59,,,
,261,,,
,21,,,
,194,,,
,145,,,
,238,,,
,18,,,
,72,,,
,122,,,
,27,,,
,9,,,
,31,,,
,31,,,
,37,,,
,9,,,
,28,,,
,173,,,
,101,,,
,88,,,
,33,,,
,40,,,
,153,,,
,68,,,
,58,,,
,45,,,
,25,,,
,38,,,
,122,,,
,21,,,
,12,,,
,1738,,,
,21,,,
,9,,,
,15,,,
,36,,,
,15,,,
,12,,,
,36,,,
,45,,,
,32,,,
,115,,,
,61,,,
,431,,,
,77,,,
,76,,,
,9,,,
,9,,,
,310,,,
,612,,,
,47,,,
,9,,,
,56,,,
,101,,,
,24,,,
,57,,,
,208,,,
,189,,,
,12,,,
,19,,,
,9,,,
,996,,,
,43,,,
,42,,,
,396,,,
,29,,,
,12,,,
,20,,,
,654,,,
,191,,,
,25,,,
,614,,,
,27,,,
,36,,,
,32,,,
,19,,,
,36,,,
,81,,,
,71,,,
,353,,,
,668,,,
,17,,,
,96,,,
,83,,,
,31,,,
,52,,,
,32,,,
,16,,,
,43,,,
,22,,,
,23,,,
,27,,,
,31,,,
,195,,,
,537,,,
,52,,,
,67,,,
,124,,,
,39,,,
,150,,,
,30,,,
,163,,,
,360,,,
,14,,,
,21,,,
,42,,,
,9,,,
,18,,,
,58,,,
,69,,,
,1568,,,
,257,,,
,12,,,
,244,,,
,326,,,
,42,,,
,74,,,
,78,,,
,83,,,
,152,,,
,66,,,
,108,,,
,9,,,
,374,,,
,19,,,
,68,,,
,20,,,
,218,,,
,89,,,
,50,,,
,43,,,
,326,,,
,176,,,
,574,,,
,91,,,
,58,,,
,9,,,
,9,,,
,85,,,
,29,,,
,795,,,
,12,,,
,45,,,
,180,,,
,12,,,
,32,,,
,64,,,
,74,,,
,95,,,
,199,,,
,39,,,
,186,,,
,53,,,
,18,,,
,69,,,
,52,,,
,93,,,
,543,,,
,967,,,
,243,,,
,57,,,
,38,,,
,92,,,
,163,,,
,97,,,
,161,,,
,30,,,
,48,,,
,130,,,
,223,,,
,18,,,
,53,,,
,16,,,
,226,,,
,70,,,
,44,,,
,172,,,
,134,,,
,304,,,
,12,,,
,96,,,
,19,,,
,122,,,
,14,,,
,1362,,,
,27,,,
,97,,,
,390,,,
,229,,,
,52,,,
,35,,,
,195,,,
,192,,,
,25,,,
,57,,,
,652,,,
,108,,,
,9,,,
,143,,,
,97,,,
,9,,,
,87,,,
,33,,,
,67,,,
,117,,,
,187,,,
,21,,,
,24,,,
,31,,,
,64,,,
,25,,,
,41,,,
,321,,,
,94,,,
,191,,,
,28,,,
,323,,,
,89,,,
,107,,,
,204,,,
,109,,,
,26,,,
,309,,,
,208,,,
,776,,,
,68,,,
,407,,,
,302,,,
,30,,,
,60,,,
,696,,,
,126,,,
,241,,,
,63,,,
,9,,,
,70,,,
,31,,,
,3848,,,
,238,,,
,287,,,
,80,,,
,81,,,
,55,,,
,62,,,
,60,,,
,115,,,
,85,,,
,12,,,
,182,,,
,22,,,
,30,,,
,129,,,
,44,,,
,56,,,
,505,,,
,20,,,
,26,,,
,49,,,
,14,,,
,145,,,
,99,,,
,15,,,
,123,,,
,614,,,
,66,,,
,336,,,
,78,,,
,46,,,
,12,,,
,43,,,
,61,,,
,118,,,
,1127,,,
,56,,,
,18,,,
,14,,,
,9,,,
,12,,,
,121,,,
,47,,,
,77,,,
,12,,,
,130,,,
,33,,,
,34,,,
,28,,,
,9,,,
,9,,,
,38,,,
,175,,,
,123,,,
,12,,,
,17,,,
,341,,,
,34,,,
,23,,,
,43,,,
,356,,,
,14,,,
,54,,,
,1021,,,
,26,,,
,50,,,
,209,,,
,156,,,
,217,,,
,198,,,
,888,,,
,63,,,
,70,,,
,89,,,
,205,,,
,123,,,
,22,,,
,59,,,
,112,,,
,481,,,
,257,,,
,311,,,
,519,,,
,68,,,
,151,,,
,76,,,
,92,,,
,82,,,
,12,,,
,26,,,
,83,,,
,231,,,
,62,,,
,163,,,
,111,,,
,249,,,
,72,,,
,88,,,
,12,,,
,12,,,
,37,,,
,19,,,
,58,,,
,185,,,
,276,,,
,12,,,
,12,,,
,12,,,
,45,,,
,14,,,
,61,,,
,58,,,
,182,,,
,27,,,
,31,,,
,9,,,
,14,,,
,48,,,
,27,,,
,374,,,
,24,,,
,156,,,
,62,,,
,35,,,
,248,,,
,197,,,
,114,,,
,34,,,
,75,,,
,62,,,
,75,,,
,27,,,
,21,,,
,12,,,
,21,,,
,276,,,
,27,,,
,18,,,
,66,,,
,211,,,
,59,,,
,892,,,
,26,,,
,9,,,
,36,,,
